,Extracted Area_JHB,Extracted Area_JHBCode,Extracted listing agency,Extracted listing agencyCode,Extracted Type,Extracted TypeCode,Extracted Available Month,Extracted Available MonthCode
1722,Johannesburg Central,53, AFHCO Africa Housing Company,3,Apartment,0,None,9
1723,Kibler Park,59, 2LetNow - JHB,2,Apartment,0,None,9
1724,Alan Manor,1, 2LetNow - JHB,2,Apartment,0,None,9
1725,Melrose,74, Adrienne Hersch Properties,6,Apartment,0,None,9
1726,Marshalltown,72, Recoin Properties,133,Apartment,0,None,9
1727,Naturena,85, 2LetNow - JHB,2,Apartment,0,None,9
1728,Oaklands,92, Pam Golding Properties - Hyde Park Letting,104,Townhouse,2,None,9
1729,Ormonde,96, Finally Home Property Brokers,43,Townhouse,2,None,9
1730,Kibler Park,59, 2LetNow - JHB,2,Apartment,0,None,9
1731,Rosettenville,114, Landstar Property Solutions,76,Apartment,0,None,9
1732,Whitney Gardens,136, O-Yes Properties,98,Townhouse,2,None,9
1733,Norwood,90, Farah Properties,41,Townhouse,2,None,9
1734,Bramley,18, RE/MAX Advantage,121,Apartment,0,None,9
1735,Killarney,60, Huizemark Sandton / Randburg,59,Apartment,0,None,9
1736,Ormonde,96, 2LetNow - JHB,2,Apartment,0,None,9
1737,Haddon,48, Landstar Property Solutions,76,Apartment,0,None,9
1738,Johannesburg Central,53, AFHCO Africa Housing Company,3,Apartment,0,None,9
1739,Johannesburg Central,53, AFHCO Africa Housing Company,3,Apartment,0,None,9
1740,Vrededorp,131, Mamela Estates,85,Apartment,0,None,9
1741,Waverley,132, Blue Living Properties,17,Apartment,0,None,9
1742,South Hills,119, 2LetNow - JHB,2,Apartment,0,None,9
1743,Mulbarton,84, Lencar Exclusive Properties,78,Townhouse,2,None,9
1744,Killarney,60, Blue Living Properties,17,Apartment,0,None,9
1745,Winchester Hills,137, Pam Golding Properties - Alberton Rentals,101,Townhouse,2,None,9
